	PI3K-1	PI3K-2	PI3K-4	PI3K-5	PI3K-6	PI3K-7	PI3K-8	PI3K-9	PI3K-10
RBM14	4.15166750594643	4.22147853648248	4.28895171903288	4.23423022108862	4.04993861874967	4.16169969146286	3.88917429831068	4.16444375261051	3.99354102323141
RBM14-RBM4	0	0.240529085853067	0.202659849458414	0	0.291334428115587	0.2471082598823	0	0	0
RBM4	5.03594940619265	5.0824397738099	5.05173445541001	4.94082832722603	4.9547504629451	5.03845991393662	4.82456132859707	5.0369839989354	4.95209726160659
RBM4B	4.06832374087781	4.16922424681789	3.86756991432145	4.19982969872802	4.24938489057154	4.27162044315003	4.08739702783832	3.8682559644895	3.94290143992075
SPTBN2	4.8636625096527	4.89949668124862	4.96630327652073	5.00549164961708	4.91419749586091	4.97423087635657	4.62175934930086	4.54352990838	4.60433877836322
C11orf80	4.60634371421462	4.45271564437541	4.36246401259195	4.41116065015571	4.52175946874092	4.51782652001535	4.40960814932228	4.3409110146485	4.31943335043274
RCE1	6.24026113394021	6.61387881178467	6.26594550495392	6.26843542643157	6.29845142530399	6.13936379401597	6.19572398371771	6.08535287637929	6.13728091034527
PC	3.46427251207559	3.35784427751849	3.66777603877327	3.47373144955459	3.4434300029916	3.40579611100145	3.07130272447536	2.84150584501492	2.85839642013749
LRFN4	5.88993245431757	5.93894594996339	5.91443244597657	5.6720619922492	5.69059346748796	5.61323981160629	5.39994294697288	5.46218571433795	5.55860879997247
C11orf86	0	0	0	0	0	0	0	0	0
SYT12	2.54415828878573	2.34919629354705	2.54716343685422	2.96303163191647	2.344797576502	2.33773844961446	2.34922858476832	2.19386622710243	2.35112492224442
MIR6860	0	0	0	0	0	0	0	0	0
RHOD	7.03636928646162	7.19481687446545	7.16433236078085	6.98724807637902	7.09420488158523	7.04665643602151	6.85108800493417	6.96955392647201	6.99245603483348
KDM2A	5.35154152319376	5.07269880660317	5.11859900961873	5.11354278328618	5.15510883355498	5.18683065222765	4.89048094637797	5.13845587496714	4.97110019482245
ADRBK1	5.95543321599277	5.96906112550186	6.17623680788992	5.93888259851222	5.94518766547615	5.99890685138711	5.58426666954245	5.7609431151216	5.59955800048546
ANKRD13D	4.29280420233748	4.57837912501307	4.4703413757365	4.42055700955434	4.43957815373363	4.60331193894981	4.17247838319443	4.28906335951964	4.2268751969622
SSH3	5.04260826822549	4.80541384376399	5.11531344016316	5.10110867749328	5.10354016025076	4.79270627299778	4.71228306951637	4.84362815714105	4.65152538792588
LOC100130987	1.70702142644641	2.03578614407312	2.32460270375789	1.97094864618735	2.75193278464377	1.64546924201766	2.12397283564239	1.17708351913958	1.40943513979416
POLD4	5.27790004789827	5.19394560591021	5.40912352210054	5.4020688674588	5.43881244653529	5.14018804397383	5.44121108591764	5.27210841436445	5.42614633332891
CLCF1	3.51195813483991	3.49064503115375	3.3752564616176	2.95381623604501	2.99205956041488	3.52924459480651	2.60045471250549	3.21082432822928	3.1455657830642
RAD9A	4.14128460565375	4.35727765559373	4.28704857834501	3.90217796902428	4.3422793406644	4.4672349931642	3.99233790319014	3.95050200990158	4.31980518618018
PPP1CA	7.9726611942266	8.05295794433283	8.11781695024035	7.98002483376268	8.06139683656215	8.05975526769563	8.05781870649673	7.92102838104566	8.0675732726314
TBC1D10C	0.280290747835786	0.526402214444975	0.573433729108537	0.538482269402926	0.625840000393812	0	0.308617459563598	0	0.160426538268186
CARNS1	0.978257097796542	0.60068815557194	0.743846399122295	0.227203942708524	0.184592169302895	0.541849963255616	0.378209546860222	0.282234870577858	0.499618263945657
RPS6KB2	6.98920675074617	7.05367954426966	6.98994563479494	6.8783923065059	6.86661168583785	6.9777850896937	6.74043118477177	6.81767847636362	6.853897061818
PTPRCAP	0.557456718860522	1.55438060473211	0.61989144904453	1.58031595864738	0.675635457258616	1.41266032815106	0.336077318509275	1.1256067999203	0
CORO1B	6.46489733689792	6.38481089405471	6.45477191642389	6.42349268034233	6.43312639502147	6.25304295754743	6.12201194932882	6.12729337204885	6.23539033614209
GPR152	0.377817962633097	0	0.422971849594878	0.55947823317705	1.09581402114098	0.507946921544022	0	0.807506771754686	0
CABP4	1.08229818641955	0.849000336462029	1.46258542003285	1.16023288838342	1.20333812702966	1.18596557299512	1.31012286471038	1.40781702306377	1.03608688415052
TMEM134	5.46228463506766	5.64449118801777	5.42093021182671	5.54400660402692	5.44356768026732	5.44799214181849	5.43210833981131	5.46557101640475	5.46839403035254
AIP	6.07189535454025	6.5340294711156	6.38749217081353	6.05569513041098	6.16174989279662	6.26784961399205	6.04502106314024	6.02985441670189	6.18478123363724
MIR6752	0	0	0	0	0	0	0	0	0
PITPNM1	6.3564096150421	6.28506294351177	6.32347325258217	6.26348399800494	6.26153833185439	6.15547616959601	5.68337453707657	5.89841908927532	5.85857190749052
CDK2AP2	5.62398931185256	5.78712218339152	5.70548319687773	5.68911258980779	5.67115538544009	5.53627433850626	5.65048371352522	5.50725135647614	5.73380092524154
CABP2	0	0	0	0	0	0	0	0	0
GSTP1	10.1439868782904	10.5670706577414	10.3148647286638	10.2276209507562	10.2609302427641	10.2851147233732	10.2755957050486	10.2370271082402	10.3703000764046
NDUFV1	7.89473093746111	8.10030260065856	8.05642307877589	7.99211089307634	7.93091255583718	7.97976722159168	7.79253373765826	7.84132435011259	7.86721042047531
DOC2GP	1.5711723989094	1.23229667541709	1.69755432977944	1.02849194057944	0.873563758405763	0.761102731811485	1.40306895465326	2.44523348986306	0.623549609405608
NUDT8	5.2563843805022	5.43776905167869	5.38778937313634	5.37067976173069	5.27133659109689	5.46711883903464	5.40610915672183	5.18867887835495	5.01541599148661
TBX10	0.186729444634315	0.812822049853209	0	0	0	0	0.206265177223737	0.187138094390927	0
ACY3	0.219761631627324	0.926749948638898	1.32075732421418	0.429925011465859	0.874571524016879	0.762012352413182	0.242472542277696	0.8676004322886	0.624328294774713
ALDH3B2	2.38295023903743	2.33031507980769	2.68514889671916	2.55268726954963	2.6255155911778	2.90765166443648	1.83427971042483	2.31807422181124	2.22187555805156
FAM86C2P	1.82024124934221	1.27359916507942	1.90680358306998	2.25185891084348	2.25956486260102	1.39068878279729	1.97953260700067	1.86894022686542	1.71017204595135
UNC93B1	6.03165730877938	6.40765077445333	6.0426249294738	6.10767524899544	6.08723988401399	5.91890857632981	5.86040785409532	5.82062434383277	5.86096284952525
ALDH3B1	1.97855951864725	1.51890240296478	1.75157855302679	2.08879652314231	1.98817155196928	1.73367431863444	1.98262239062053	1.65853975874203	1.60686012916716
NDUFS8	7.75467178011446	7.99968403221216	7.82373351291379	7.71105169674985	7.57416221470454	7.77166535259159	7.73391371027336	7.74373014600771	7.81093575221736
MIR7113	2.20960408005157	3.44971277829034	3.20969366807436	2.27043421493986	2.02174321401645	0	0	0	0
MIR4691	0	0	3.26172790243383	0	2.39205069679986	2.1850715028836	0	1.81655222337714	0
TCIRG1	6.49040294713842	6.52197452735905	6.65101452025414	6.36591460342084	6.27585119655198	6.41419621751612	5.92353296908333	6.14133963659331	6.14158247484271
MIR6753	0	1.47793418188857	1.31282260010524	0	0	0	2.4201501965617	0	1.94917935285887
CHKA	5.30082585843832	5.00175022644443	5.09376731301361	5.17850256669393	5.02255076574999	5.1727345729233	4.79680532668465	5.23625781273817	5.03860154529727
SUV420H1	3.40386022699147	3.0424420577184	3.45779805178156	3.72278003368102	3.73753513169523	3.58810381622078	3.60297590748498	3.54978379973681	3.42063596948316
C11orf24	6.16234614242098	5.92179312459985	6.3173558938357	6.1120588349805	6.27538508646849	6.18155468618452	6.12554999567083	6.08558563597668	6.18100391639381
LRP5	5.13280310027758	4.96832419755741	5.25712079238874	5.00686471044566	5.09002154314339	5.05402448683915	4.79477972227475	4.74599327805552	4.82987484834789
PPP6R3	5.25054365389975	4.76026103682785	5.1592433306946	5.35341637158135	5.31183697528088	5.38067740272907	5.18612151074009	5.38703197796449	5.15217153712831
GAL	7.76952574417456	8.27964906928521	7.83384331771675	7.65615521509766	7.6059548923251	7.94449471744687	7.6620059517591	7.91472796240025	8.04602829551102
MTL5	0.845130259075458	1.21399446509407	1.19404853542807	1.13352980810584	0.859109667586844	0.822258356400247	1.11477227408801	0.812514946155023	1.16447623656315
CPT1A	5.89757566703157	5.96702727844087	5.78973608452892	5.81699069958776	5.89652308559698	5.86502229618335	5.962982517126	5.86456370455214	5.84471892628916
MRPL21	6.85355957443344	6.95987241539944	6.81483255220739	6.75408690893374	6.93955076185976	6.86642960219889	7.06488730154152	7.12412002396658	7.19593916219205
IGHMBP2	4.35199457087398	4.34545836365899	4.10358932581269	4.09058066844004	4.15066644478447	4.13954721821769	3.73067118207174	4.0403584163336	4.05891106922854
MRGPRD	0	0	0	0	0	0	0	0	0
MRGPRF	2.66461041230355	2.83926602502995	2.396412311705	2.77224010211305	2.65527272588688	2.23211396470639	1.93123603076112	2.64595753366505	2.43817143951745
LOC101928200	0.184493656024631	0	0	0	0	0	0	0.184897719758108	0
TPCN2	3.04922232292821	2.77106801808703	2.92348867293802	3.15413138246201	3.08294477269505	2.86780120225434	3.03482698302084	2.74765943828308	2.81199988855819
LOC338694	0	0	0	0	0.449486529082067	0	0	0	0
MYEOV	1.26480819676944	1.83217959491816	1.87220406610761	1.47303064623115	1.71802983441126	1.80946243135712	1.4138818138083	1.65819491384483	1.01863649879491
LOC101928292	0	0	0	0	0	0	0	0	0
CCND1	6.91282598309975	6.66238352255943	6.90501532353232	6.85943304954398	6.8367027161556	6.90466436878537	6.65370621286738	6.90356589891709	6.70219326109998
ORAOV1	4.14367920427231	3.94192840601527	4.09480606778962	4.0241401987835	3.98768800628587	4.12655951509631	3.7572700668357	4.05410447801818	4.06114135320091
FGF19	0.137628417300893	0	0.155629512198204	0.144822870446478	0	0.19042891198989	0	0	0.150302352183773
FGF4	0	0	0	0	0	0	0	0	0
FGF3	0	0	0	0	0	0	0	0	0
LOC101928443	0	0	0	0	0	0	0	0	0
ANO1-AS2	0	1.06530820565586	0.683043800231425	0	0.924804242119577	0	0.373982574766622	0	0.369437934980014
ANO1	5.73104688944039	5.51995134721268	5.55177605962668	5.83294811623781	5.76464433424746	5.63746265593411	5.82683384476985	5.6223648215463	5.57192925350863
FADD	4.97614315797242	4.84068827524828	5.24464862026673	5.26251296830037	5.02138652627706	4.90524357633766	5.0147764163834	4.94187453961367	4.81893390856324
PPFIA1	4.93633505779536	4.45584412468084	4.81833461646701	5.00747526255964	4.93082898818827	4.87703671723356	4.85100168894102	4.78568632867951	4.57499579696418
MIR548K	0	0	0	0	0	0	0	0	0
CTTN	7.7418443170637	7.59624223975903	7.61996818061966	7.7826136592589	7.73850812747396	7.64630461880777	7.61946663456722	7.51922808167009	7.55032011910808
SHANK2	2.79228335417773	2.74278129794321	2.85185325065103	2.62075349318678	3.00100059772641	2.97350097123794	2.62874832694623	2.86062761380099	2.43514079007718
SHANK2-AS1	0	0	0	0	0.310996748070047	0	0	0	0
SHANK2-AS3	0	0	0	0	0	0	0	0	0
MIR3664	0	0	0	0	0	0	0	0	0
FLJ42102	0	0	0	0	0	0	0	0	0
DHCR7	7.69318984274698	7.75801095242394	7.6012774640755	7.59592196633575	7.59878605953155	7.49456039970659	7.42822467667555	7.49188583728225	7.64947235532277
NADSYN1	5.98865187552879	6.04068206281424	6.15423669836423	6.03020001856711	6.02202626445833	5.98679552374642	5.79790501578318	5.78822626055095	5.83060278482474
MIR6754	0	0	0	0	0	0	0	0	0
KRTAP5-7	0	0	0	0.323413477863529	0	0	0	0	0
KRTAP5-8	0.239782295429272	0	0.269949223127177	0.251869584796478	0.543938238384069	0.327562907250167	0.264379269283696	0	0
KRTAP5-9	0.443720063873489	0	0.691264466680432	0.250896575516859	0.685290825267494	0.326329054584933	0.485988722593219	0.783996693106749	0.480294626816522
KRTAP5-10	0.265649598347896	0.352497231763462	0.298747507266636	0	0	0	0.535815804261685	0	0
KRTAP5-11	0	0	0	0	0	0	0	0	0
FAM86C1	2.32219710450996	1.82299155914113	2.50184114945169	2.06740029711241	1.8624550251355	2.10483957328703	2.530032212074	2.17670935472582	2.24690777951093
ALG1L9P	0.221340939532194	0.462913096237205	0.170948867983165	0.159136037539267	0.189017884986758	0.208933012840207	0.0860759074503398	0	0.0849245703011582
ZNF705E	0.0870054264499104	0	0.277655820305662	0.0916371504199657	0.0737928472329712	0	0.186865215327758	0	0.0951703074015269
DEFB108B	0	0	0	0	0	0	0	0	0
LOC100133315	1.6143426151279	1.12167143193998	0.66589782031563	1.0617763935508	1.11128344496243	0.977311684717484	1.54153255963377	1.14109053375126	1.52842850777219
LOC100129216	1.00305658725156	0	0	1.64100888616528	0.885817235244431	1.27242119165918	1.08203071250565	1.00474240796117	0
RNF121	5.26076225477984	5.03564882919125	5.32309744842737	5.35638415878205	5.22216094452089	5.23661162770273	5.24883385659467	5.05274848249125	5.28736765607691
IL18BP	2.62201111167003	3.22792656223618	2.57180439660085	2.59713713727825	2.4369876149432	2.72401535406916	2.46104009919802	2.47961006030579	2.46594110549813
NUMA1	4.97142050351041	4.84197371238477	5.1484127668907	5.03837521820723	5.07825241005506	4.75697603122029	4.7246065664988	4.82013116097573	4.66897957131907
LOC100128494	0.138899289650359	0.698291874845325	0.546011237579277	0.146156871750789	0.118122970124973	0.279417109764451	0.224806875179156	0.204079159702287	0.529533347101305
MIR3165	0	0	0	0	0	0	0	0	0
LRTOMT	0.913954613767555	0.812715015907707	1.25311019228899	1.23897750638692	1.08386441934074	1.23285742888123	1.07480163823429	1.05026164861478	0.683668097759807
LAMTOR1	6.94157065910573	7.08863024773034	7.25503485490491	7.08676714640955	7.18727983559148	7.04101927195858	7.21448316064585	7.13048016785382	7.17686018484486
ANAPC15	3.98595925184415	3.97999103340872	3.94466147514138	4.04288311646027	3.90272852354426	4.04065879646062	4.06708138908369	3.97366560451584	3.87714614149645
FOLR3	2.01352763208422	2.04222652699114	2.15602716926447	2.07196397173677	1.31959485951284	1.4772847043297	1.93193567305791	2.1865744597773	1.91719759855742
FOLR1	5.53442097651421	5.55195840627227	5.45424171185307	5.48178527149772	5.40810142391457	5.29849326264319	5.13219472696992	5.47232839945459	5.41526169864975
FOLR2	0	0.601990817115923	0	0	0.213711005830813	0	0	0.250439070929972	0
INPPL1	6.06137803259991	5.89487015145947	6.09099084645923	6.07937938671458	6.08310534228154	5.85434331865578	5.6924656064208	5.74691950445907	5.75357998591858
PHOX2A	0	0.229402384148648	0	0.179914990269053	0.145727349347273	0.43824826674741	0.18908145870923	0.324680287923092	0.351874462074025
CLPB	4.81260311469058	5.013159407868	4.9797355810769	4.71430383994591	4.91336979019408	5.03859330596628	4.55696157669884	4.86380662315724	4.99598905083293
PDE2A	1.24275767942933	1.04267453872441	1.06250149959341	1.16952406463378	1.34380126117914	1.15057097323176	1.04542198062925	0.791191485604721	1.03514215347216
MIR139	0	0	0	0	0	0	0	0	0
ARAP1	4.66667066798839	4.48334902534885	4.71030794142871	4.80622294391733	4.65970407083444	4.52379762351036	4.39345925305422	4.38794728004181	4.25387866530026
STARD10	6.30785224999351	6.47228434203573	6.43202558117727	6.26774496775151	6.30098800655521	6.22334083816084	6.09802263983729	6.04746077370312	6.22210432799919
MIR4692	0	0	0	0	0	0	0	2.13855781331914	0
ATG16L2	4.00522113885836	3.95144087105415	3.77716358229984	4.041291897383	4.05823082295095	3.99105698673983	3.56927053881287	3.36398109221648	3.23622069628544
FCHSD2	3.75801684976795	3.23464028641544	3.78601945323268	3.76175146216552	3.72975124841734	3.64973966771494	3.52919115679324	3.93784753447515	3.59444089187088
P2RY2	1.31272974435108	1.08006862411387	1.47021289015973	1.31608623380225	1.376555319405	1.37070601886039	0.989238735868248	1.24343062633511	1.07235394047617
P2RY6	0.264507911888565	0.451318437201634	0	0.190958251899788	0.0794662874481019	0.558538629123269	0.29139503161111	0.418092432763167	0.102429838189261
ARHGEF17	4.02717567164402	3.67025602130799	4.21504833986062	4.15690612510455	4.21279887272273	3.67482764108988	3.57312356374753	3.68115779587708	3.6267231279539
RELT	4.85251058502296	4.91540805735871	4.84447366692223	4.59862812250619	4.4605924036782	4.75878568625261	4.24490390789694	4.46012888349131	4.54934916552594
FAM168A	4.710522311062	4.32483946859464	4.75621358176095	4.8072746096789	4.73258334092404	4.78138993169638	4.61945351237045	4.66785251073661	4.52778431339089
PLEKHB1	2.97794657485373	3.32357826128667	3.16931201096365	3.30672386634728	3.18864255185735	3.57868727707163	2.98379700726913	2.69735084985041	2.90514391947223
RAB6A	6.05903471517106	5.47612023963598	5.94442762625111	6.07936361133429	6.12797009688189	5.97925059600063	6.17078680638539	6.11218349039869	5.98533675654609
MRPL48	4.44198430837758	3.99456736821101	4.3834318007263	4.09746818642338	4.33370924235617	4.23619127292449	4.24531966083309	4.4306299613648	4.3835771060169
COA4	7.35798296753299	7.41865159570076	7.51780347198978	7.31452114291622	7.26396862872621	7.53446431476744	7.42999416478701	7.5531613350454	7.39292637297143
PAAF1	4.00588328574595	3.48884771844613	4.15873324837405	4.22743418984628	4.20544890639045	4.28015510550099	4.27939888791692	3.80518644031978	4.1314542082003
DNAJB13	0.651140671829476	0.209355256449537	0.333021194906511	0.566961364552848	0.65797652556049	0.215143902053603	0	0.753680233932512	0.170110985787463
UCP2	2.13053283608771	2.07113703421402	2.44269985761751	2.27459711414339	2.24188976640419	2.22152918048162	2.20591443061619	2.60407466533514	2.61636028095836
UCP3	1.11515873887944	0.812465382505656	0.764244657261333	1.15721446248124	1.23097350308356	1.14492031634518	0.691031815381839	0.988662876922417	0.557104984984504
C2CD3	3.40531612420947	3.10921285078773	3.4265833393543	3.3157801960217	3.33615415410443	3.41575989928745	3.20419916891195	3.22130736477487	3.04735212412679
PPME1	6.98264401822136	6.63857422253795	6.84522768134574	6.85081640656556	6.8469751854267	6.86923462463647	6.76753531263301	6.81603837956007	6.98735713186554
P4HA3	5.44669380435672	5.27430725754748	5.24612204708168	5.55564070295711	5.57702245454499	5.30121782492424	5.33734584746224	5.23103154464561	5.41076062665546
LOC101928580	0	0.183650354760844	0	0.143544685521909	0	0	0	0	0.284002192340253
PGM2L1	2.58670938998455	1.97374673641184	2.26554675581937	2.79618405208595	2.76987446053747	2.627310544492	2.82239242924035	2.54656304021593	2.43732473092849
KCNE3	0.503910903804936	0.251886393344372	0.307859988720393	0.854825921866881	0.612964479900144	0.25874924960785	0	0.504903028166362	0.297833151873771
LIPT2	1.58753080130682	1.15061741638293	1.71460458807674	0	1.21210643669047	0	0.580796624028146	1.22651872440673	1.30249068197657
POLD3	4.59277306199141	4.37781786630077	4.68569920713044	4.63870888697097	4.70392655602722	4.84813844434606	4.71840114552837	4.85267614890552	4.59481835756126
CHRDL2	1.90209932982433	1.82991444818732	1.70738943411472	2.44975756093729	2.05364969400946	1.99350792720399	2.15711122375684	1.64169799678264	2.14161266702038
MIR4696	0	0	0	0	0	0	0	0	0
RNF169	2.57927860102274	2.15174053555514	2.66011531942797	2.53314212987046	2.31336070567218	2.50180486461845	2.14949126180887	2.48654095030682	2.34461592022048
XRRA1	2.75417375988289	2.72119730140525	2.93291870441098	2.74484018068108	3.01428419826765	2.91471778252558	2.54337242139282	2.47648270343997	2.52681571309447
SPCS2	5.50938123677232	5.30359719206796	5.41645722661166	5.64138479920119	5.59334980334803	5.55078899956139	5.88876644574814	5.61875752524499	5.62752195669921
NEU3	2.04039737000446	1.83081974653661	2.44069912863684	1.95385360631462	2.2860419168815	2.24208607389785	2.29164321308748	2.09656423769314	2.42083307189128
OR2AT4	0	0	0	0	0	0	0	0	0.314594976688256
SLCO2B1	0.194304214193088	0	0.523573487446573	0.542288771689174	0.266465747513517	0.183317245969933	0.341724185245828	0.194728348397611	0.0741187535447094
TPBGL	4.24432507853685	4.24698532586363	4.10182427599536	4.16383868865106	4.09790986528674	4.10948223538353	3.83347335376471	4.0280806296652	4.20405587090305
ARRB1	3.51914372160775	3.24586773540396	3.5176091134784	3.40597098734807	3.4226369287968	3.27782879766736	3.3511264643289	3.33929291021486	3.24089107629696
MIR326	0	0	0	0	0	0	0	0	0
RPS3	8.44079932216297	9.04873917777074	8.60231520252148	8.44681345286149	8.45419577933101	8.78681060509252	8.72878819057728	8.79192713851661	8.85788945450843
SNORD15A	1.29000791623248	1.57459683852893	2.5690531656614	1.33611470520455	1.78254317305938	1.60284245739706	0	0	0
SNORD15B	0	0	1.41536029779844	1.34800072875317	2.57228338248517	1.61603836044852	2.09059338748376	2.78115931427978	2.89310655509391
KLHL35	4.27217046078751	4.44963096884268	4.30122096801083	4.13209614838697	3.97476005036269	4.1791207939628	3.89460037597176	4.14610636063487	4.18530469868703
GDPD5	4.47434576761432	4.65369844647951	4.6617136182797	4.33088970911537	4.51037124463482	4.63491544972992	4.03270556120621	4.19851494756109	4.24522667459754
SERPINH1	10.7915166193279	10.697173220189	10.7258872932969	10.7378560427889	10.7346553658275	10.5973413627464	10.5699732208872	10.5908642045229	10.7714119358416
MAP6	3.4361165257829	3.56458157037375	3.44860684470197	3.50119588710001	3.45568571548433	3.60336693004879	3.35419023199848	3.79025495570162	3.52140229806757
MOGAT2	0.71239146391718	0	0	0.535124581848751	0.238402080335344	0	0.559227968514582	0.512653620028507	0
LOC283214	0	0	0	0	0	0	0	0	0.209160438604607
DGAT2	4.47126253418201	4.67698740018745	4.60350379089314	4.44504556918981	4.4720460060852	4.46020141400227	4.39042186776385	4.33154274195244	4.40431937515867
UVRAG	4.17797254611343	3.90694397357341	4.34141396457177	4.17626618830939	4.17461636667152	4.16876473841584	4.25549361173493	4.38403358656791	4.1505999826025
WNT11	3.2717638132324	2.97049833330778	3.12193999832029	2.80161850187232	2.91836075026382	2.92070476258115	2.5088864891691	2.73863435109335	3.0328612013681
PRKRIR	5.24080509729464	4.77319143062811	5.2160545642846	5.26115503896791	5.15333105942067	5.24639067886844	5.16012510133301	5.23895269909782	5.19673146205535
LOC100506127	0.564687608376588	0.467340687309545	0.627769859726458	0.5070666783382	0.489997964774762	0.536274869238483	0.657429424201977	0.678280513480124	0.385769286254218
C11orf30	3.36128082826745	2.98320641044658	3.317086188844	3.44745481922049	3.19522168309298	3.30215895492832	3.24868562016794	3.17221946347742	3.07185858455148
LRRC32	4.54669844901005	4.34322954810927	4.67401974273322	4.90841932177484	4.84098001217063	4.28152046729865	4.4788835155811	4.36983471992686	4.31044348254877
GUCY2EP	0	0	0	0	0	0	0	0	0
TSKU	5.58259384509618	5.86292091207381	5.79253826730952	5.77619891736708	5.80368315537358	5.4639352430443	5.51445499579034	5.54668676516278	5.40178895523934
LOC101928837	1.15661051683685	0.880834850213844	0.765096836107221	0	0	0	0.751626119845116	0.69251607507545	0
ACER3	4.59456551360129	4.16084920560931	4.36753295389129	4.41746434694794	4.53268469184574	4.55311979937212	4.56497282007574	4.43782496031961	4.52585558134748
B3GNT6	0	0.157059629282314	0	0	0	0	0	0	0
CAPN5	2.82591719018001	2.808008244174	2.71036786141386	2.788950851769	2.9838094074456	2.96348069111488	2.6825013830291	2.6828237765947	2.60354476363998
OMP	0	0	0	0	0.451055612511895	0	0	0	0
MYO7A	0.757337049682664	0.716024619996427	0.70354922134109	0.55199498715625	0.823206694073699	0.62760044794296	0.796744949310122	0.583253899389607	0.88611658157442
GDPD4	0.508158377579969	0	0.1323789860743	0	0	0	0	0.117221283060748	0
PAK1	5.78896082361929	5.61151859083772	5.71030744955546	5.75987946469907	5.77408956382798	5.73977889419166	5.81398614485024	5.77612903293028	5.76957742236234
AQP11	0.995313548177388	1.15319291868568	1.49004476448942	1.36297625911877	1.37497420910505	1.56596771107745	1.07387578573081	1.62818910092403	1.45616305190057
CLNS1A	7.41628365443929	7.27197881831518	7.53436182254609	7.49432629375539	7.4897869857066	7.43064040182258	7.69858086715447	7.71595846776723	7.53849767566789
RSF1	3.5024194240743	2.95050826588151	3.21681910649417	3.51864698620233	3.50796649452307	3.24147410278521	3.2236858211457	3.55758433607489	3.14749808918708
AAMDC	5.42682697745103	5.16429076767044	5.39413863569468	5.44408470674482	5.33675185057106	5.4422274907732	5.45806996547541	5.86861960865851	5.49917897374981
INTS4	3.64934698585473	3.83767888363123	4.00662751812067	3.83360252148029	4.06289089869299	3.73904625533088	3.72682845380999	4.04049882311758	3.69179766068969
NDUFC2-KCTD14	0	0.163763800736773	0	0	0	0	0	0	0
KCTD14	1.01065776334661	0.693712955790377	0.715096648664517	0.561514038672939	0.65183591159035	0.710012693001836	0.809436666729641	0.154482048914998	0.694629281476412
RNU6-83P	0	0	0	0	0	0	0	0	2.03120455021001
THRSP	0	0	0.694983184462689	0	0	0	0	0.240860352272089	0.261655185033373
NDUFC2	4.68469189047067	4.49394954598155	4.86922676793247	4.83924424133154	4.97721531181655	5.00303732827096	4.90840600599407	5.12037928574172	5.05871196434224
ALG8	6.91472506341151	6.49517044099925	6.68578460150668	6.94350942543401	6.79613385670478	6.71386467217391	7.03438008179021	6.93266017796656	6.96563752670146
KCTD21-AS1	1.98646644484275	1.39082108325682	1.08666477030819	0.874560112987714	1.93909415444404	1.07977731578104	1.06932307747655	1.47598729056982	0.900455610317035
KCTD21	2.44163675363002	2.39164571612038	2.43180801301932	2.66542459387839	2.74848039484262	2.24766233412865	2.58514759893619	2.39300687988641	2.36954927812136
USP35	2.48915258643032	2.22277613588491	2.40363235433479	2.66428242977039	2.38703034216914	1.97736393311888	2.31431301854393	2.27187585845583	2.05551826678501
GAB2	3.08949913612333	2.63510009884376	3.12579534669149	3.06728720732592	3.07267458814169	2.76606645801338	2.63853762686268	2.87306204197206	2.81156302216756
LOC101928865	0	0.920067568816187	0.531079449726193	0	0	0	0.195331436743291	0.334919819463169	0.652565305087975
NARS2	4.64075531511288	4.24044716924608	4.58489253913795	4.50327062065528	4.5375126909221	4.57674327175919	4.6595877606655	4.56318099426362	4.67235003127193
LOC101928896	0	0.494055023960215	0	0	0	0	0	0	0
TENM4	1.44411247210805	1.26596808829978	1.2959276082623	1.47622534583022	1.40025883804338	1.35500797823942	1.2764883168308	1.37760485016473	1.15684758800545
MIR708	0	0	0	0	0	0	0	0	0
MIR5579	0	0	0	0	0	0	0	0	0
MIR4300	0	0	0	0	0	0	0	0	0
FAM181B	1.02464649165578	1.67935494816281	1.12247924540068	0.88657967242063	1.04781375183628	1.09369984656163	0.82137079032028	1.02635723226234	1.32943237590772
PRCP	7.67820721085578	7.35874546556024	7.41447245501481	7.64723922547048	7.63082324745152	7.49345415780674	7.75312001184218	7.65466737406353	7.65237062377496
C11orf82	4.62021237378946	4.54559946877558	4.67778027500185	4.62565794862188	4.76031555903037	4.81589566751828	4.80620157208306	4.90419776024755	4.74854875023123
RAB30	1.5411279885206	1.47063413831081	1.27848154345213	1.57135562210268	1.59048015555453	1.52710649808387	1.21729263447571	1.67007891221114	1.49829268094822
SNORA70E	0	0	0	0	0	0	0	0	0
RAB30-AS1	3.2602616461511	2.82606634616786	3.65239777315348	3.32956513453875	3.04348733536637	3.37976337684902	2.88039039441565	3.44306314560134	3.56174198170122
PCF11	4.04945080686592	3.8699452498393	3.91470749751992	3.92589902452306	3.98038366106408	3.95281787714352	3.7262044454659	3.83890147604353	3.75513671808387
ANKRD42	2.43962686643415	2.35461728312514	2.72371174532814	2.87610026812061	2.95728396497611	2.90174064809259	2.90701647255409	2.7777870171313	2.75915730072317
CCDC90B	3.75762743566199	3.48484086332266	3.83425313979293	4.16906491312348	4.00956988246445	3.97505659147204	4.32499221829942	4.22444064227122	3.86603689524279
DLG2	0.185586179213107	0.209897108079513	0.108505955352884	0.393724036605642	0.182960287499331	0.331163008692964	0.327102508802927	0.0327119606646708	0.0706602940530418
TMEM126B	6.64466368433949	6.40684958255726	6.55921796904543	6.7416426743458	6.78941742032067	6.69085267876252	7.08200496947662	6.83739841062555	6.83556367013777
