	GFP-1	GFP-2	GFP-3	GFP-4	GFP-7	GFP-8
GPAM	2.45598240334978	2.45170656731089	2.37920920916758	2.3570780005827	2.47749679665812	2.23312095757113
TECTB	0	0	0	0.092816413099127	0	0
MIR6715B	0	0	0	0	0	0
MIR6715A	0	0	0	0	0	0
GUCY2GP	0	0	0	0.0872743248018417	0	0
ACSL5	3.39382913348094	3.02358892082279	2.74653915129608	2.97919850640517	2.58823533516348	2.87075867796049
ZDHHC6	5.73788825153513	5.70235644009675	5.77637022161635	5.93471365158727	5.95551732194617	5.90463971392429
VTI1A	4.00183138667088	4.27121581256496	4.32123279589435	3.85924635973491	4.04479865892687	4.05883161983048
MIR4295	0	0	0	0	0	0
TCF7L2	4.08220600889393	4.08306983480636	3.90562336030262	3.71978659499519	3.69028483734268	3.78020957377718
HABP2	0	0	0	0	0.120379955531029	0
NRAP	0.140811757792524	0	0	0	0	0
CASP7	5.62482482556141	5.53171474609069	5.48171340010769	5.54321742165902	5.61788576520444	5.56806587149149
PLEKHS1	3.90336554268383	3.30996520271302	2.88881743639001	3.15703402554843	2.7697215323863	2.78300883223393
MIR4483	0	0	2.5587154406856	2.80377450879962	0	0
DCLRE1A	2.55229512195783	2.1685599211257	2.12736895077913	2.49583677974689	2.42601466472166	2.33470110443657
NHLRC2	3.22423443273933	3.14922844842305	2.82724663527214	2.85562420365774	3.00938820301803	2.98414516400133
ADRB1	2.40941570106458	2.52250056878649	1.71299598121216	1.76454086591422	1.78306365258011	2.12471141341269
C10orf118	3.88845039523923	3.66725459527076	3.4972007015369	3.66006634801903	3.56397785899382	3.64165254964824
MIR2110	0	0	0	0	0	0
TDRD1	0.675974756330491	0.661557944159235	0.621048627927553	1.02010074206655	0.815169763593207	0.844256969053082
VWA2	1.35062187694231	1.01987248703623	1.18185625158767	1.16023382844827	1.16339986586906	1.07963612901282
AFAP1L2	4.50712394323652	4.6810940889642	4.59046651332267	4.70696789177252	4.81045148201357	4.70824901798304
ABLIM1	4.88849592413651	4.49709899849952	4.46087096750592	4.58537504713135	4.22036567195251	4.51200734095255
FAM160B1	4.19110759177156	4.18008171935443	4.26188968232824	4.13971625310285	4.11982004198149	4.19350651591971
TRUB1	5.01759014883324	4.63980368622624	4.66425044575953	4.73344115998547	4.59756604814743	4.67321964113373
ATRNL1	2.17019256440395	1.7307811080721	1.62243686660165	1.84125177529771	1.43190800332671	1.43229375130734
GFRA1	2.40671530247621	2.47309735318846	2.3664347444126	1.95606661008171	2.23219093154685	2.02703841078761
CCDC172	0.115701409926959	0	0	0	0	0
PNLIPRP3	5.42156238461871	5.26990257437831	5.40802330321573	5.89869283614844	5.45878746885337	5.85468972406462
PNLIP	0	0.388578599898491	0	0.168393641491579	0.126266013730663	0.14905324808584
PNLIPRP1	0.132060457840163	0	0	0	0	0
PNLIPRP2	0	0	0	0	0	0
C10orf82	0	0	0.204844430427872	0.246811337190458	0.351270518227362	0.219126806825745
HSPA12A	2.38948904619716	2.77681262806167	2.73227123661206	2.66630192931379	2.79957804548552	2.31881110135226
ENO4	0.319144518162957	0.719378841932691	0.338742612687704	0.662299890340298	0.46737249632542	0.29588348989587
KIAA1598	3.25642775428133	2.84043832197156	2.91456810464915	2.832636783081	2.90420298690834	2.69286273282146
VAX1	0.0349354041573817	0.111030453039354	0	0	0	0
MIR3663	0	0	0	0	0	0
KCNK18	0	0	0	0	0	0
SLC18A2	3.9275409289507	3.82318273391122	3.87465606586312	4.15480151405967	3.68814772187189	3.79109894854124
PDZD8	4.80879797274582	4.86780301941362	4.48168568155372	4.73692878692659	4.60394426380354	4.59446178778069
EMX2OS	0.134103940960104	0.613424903238656	0.480960426045688	0.26753407287445	0.358658493199368	0.317641015740473
EMX2	1.12148832038323	1.67135631797594	1.93646497247393	1.44842595906579	1.40920632751483	1.00963324080278
RAB11FIP2	3.26158224731232	3.36741502051284	3.23752789495237	2.98466831298256	3.04157729430413	3.2065792044196
CASC2	0.218168507519297	0.438532792983146	0.232055454505325	0.236155995605824	0.423972981422179	0.129364350178424
FAM204A	4.48466127640186	4.5014880808625	4.6882374352722	4.4497432977478	4.58402415304444	4.44287692058794
LINC00867	0	0.340405945453636	0	0.400278099030872	0.305949866981041	0
PRLHR	0	0.108293252578979	0	0	0	0
CACUL1	5.04506417199647	4.8411225954864	4.95800010914733	5.02387918552277	4.86265566745531	4.91753914076975
NANOS1	2.50872370983245	2.72335539313482	2.87935565685328	2.89787863511259	2.79127240645611	2.79075692428192
EIF3A	7.61042358216788	7.70732718342599	7.50101345121597	7.72446880779605	7.69726151089118	7.69013256904639
SNORA19	0	0	0	0	0	0
FAM45A	0	0	0	0	0	0
FAM45B	3.04684751659673	3.23001450665103	3.37841840683234	2.79889778714361	2.97699757208118	2.70247566774371
SFXN4	4.81611211511935	4.77013107072089	4.78296585476272	4.98759366720082	5.00238934694031	4.84098323503044
PRDX3	7.43266065785537	7.45616118993006	7.52973256977929	7.40167233931925	7.54868307244729	7.50082332081128
GRK5	3.50026110315615	3.56078335695767	3.63710906376266	3.34132415654617	3.56313028645605	3.5494439687775
MIR4681	0	0	0	0	0	0
RGS10	6.28905827035292	6.04721843485418	6.05631231831828	6.21915621568959	5.7099896868701	5.9170959177084
TIAL1	6.10592125768107	6.13631228850694	6.19618642205124	6.37101764539769	6.16104257181347	6.20140608001767
BAG3	10.3939572593716	10.5100119785877	10.5228235348554	10.7937063755621	10.4806434067639	10.6897293352339
INPP5F	4.29780838608083	4.34394082885751	4.35985941464828	4.34658731249931	4.37033990504929	4.30463049195575
MCMBP	5.58924030723488	5.79123911070455	5.68156263640817	5.63805383987331	5.76935486674381	5.64156492684109
SEC23IP	4.78268444783896	4.72555813882237	4.61937407101638	4.70909442401761	4.93956280832785	4.7773033501559
MIR4682	2.65994777890863	0	0	0	0	0
PPAPDC1A	3.85114140997533	4.2526864920471	4.4421478418507	4.20450152173048	4.40451964472427	4.3806744435473
MIR5694	0	0	0	0	0	0
C10orf85	0.176903055494531	0	0.504199018118868	0.11805393464176	0.588768349073189	0.201541191272111
WDR11-AS1	0	0	0	0.103242280584806	0.0769775377432066	0
WDR11	5.44971524487658	5.462770688573	5.38690535584521	5.45480838695158	5.40952093327187	5.36190887525036
FGFR2	3.62983218747321	3.42609231814142	3.41779878953263	3.65317278626971	3.83304791106072	3.5529938442843
ATE1	3.78795608734958	3.75320153740862	3.64971776219382	3.58074069556132	3.51868954563194	3.6165779192255
ATE1-AS1	1.03157453816331	0.980967168450182	1.76209513964985	0.981918430310869	1.28732086360379	0.753417982089126
NSMCE4A	4.71943736527858	4.79153373806046	4.98427660551154	5.15851469465564	4.80298674307275	5.03036105553939
TACC2	3.05888571563863	3.04604124523984	2.81659237777137	3.12736656642197	2.65439206748961	2.97521928753673
BTBD16	0.386343667681349	0	0	0.680009012481761	0.289747744836643	0
PLEKHA1	4.83962683806812	4.86225831247907	4.66226441505649	4.60147468663498	4.95435750653042	4.71050275079208
MIR3941	0	0	0	0	0	0
ARMS2	0	0.252199536801484	0	0	0	0
HTRA1	7.74285229271474	8.19807110981592	7.89254920474475	7.95295729581935	8.4218761984777	8.05708266416532
DMBT1	3.80679227614965	2.99789166928122	2.34040019686368	2.79409272986936	2.11555325455102	2.37857098989908
C10orf120	0	0	0	0	0	0
DMBT1P1	0	0	0	0	0	0
CUZD1	0	0	0	0	0	0
FAM24B-CUZD1	0.0759935172226273	0	0.0810862666651033	0	0.0734581615703063	0
FAM24B	3.15413775273978	2.84755772690063	2.90348305304049	3.15830232182383	2.4891539238413	2.9557458248129
LOC399815	0.741341870882953	1.16502032517596	1.19688606996758	1.21238419398169	1.31736845758824	1.16039546703594
FAM24A	0	0	0	0	0	0
C10orf88	3.93476549517901	4.08742259850718	4.07193608587947	4.05488258774768	3.99214921048743	4.07424536125968
PSTK	2.50001373676729	2.60084974878843	2.70292179193429	2.66149248925676	2.45878956758762	2.73090245722922
IKZF5	3.66809872429574	3.71853150202115	3.80001072355663	3.80700638566764	3.62188215995555	3.73780369580384
ACADSB	2.39247928242578	2.3952469830887	2.42353824653851	2.05413643804968	2.12668725555872	2.02634876170929
HMX3	0.338211925130938	1.28517033027118	0.358841897620575	0.60221991278853	0.467511882609558	0.203903604119525
HMX2	0	0.361117391267303	0	0	0.324792352574553	0.137700620136218
BUB3	6.14892324710565	6.30702510850396	6.39344217620369	6.27849147858805	6.49153669201469	6.31206473268033
GPR26	0	0.163284121745914	0.0210777971189027	0	0	0
CPXM2	2.19566912964834	2.31580659490759	2.30742291732369	2.09994242703664	2.36668206031892	2.52913445906039
CHST15	4.77148298349778	4.90939597893979	4.77395348442479	4.89435096422831	4.81962394951631	4.77035747768116
OAT	7.43502128098482	7.43875053350763	7.38056524652821	7.45798626771177	7.57891126600716	7.54777437459877
NKX1-2	1.67427849625377	2.44645302524357	1.74098657247761	2.62223491304983	2.08591991521731	2.28155765901421
LHPP	4.30564893778664	4.3323018271374	4.4154582026919	3.99720658702133	4.19534472618513	4.04281822744647
FAM53B	3.33563452371391	3.44563619824628	2.80131553099635	2.7757239928322	2.86823693964081	3.10167253122806
METTL10	3.64350709332857	3.36124700771433	3.61245983026612	3.12012443188175	3.24797801131222	2.96860176235747
FAM175B	4.80386878281016	4.8763853601983	4.85181042890283	5.0811939996971	5.08235655703114	5.05572387015718
ZRANB1	5.38517112999966	5.26945724565693	5.37199515315343	5.30937920627293	5.05139298837745	5.18455939760258
CTBP2	5.47524274074674	5.51925427122867	5.37641104409818	5.50805863234209	5.41651926869022	5.47945289836385
MIR4296	0	0	0	0	0	0
TEX36-AS1	0	0	0	0	0	0
TEX36	0	0	0	0	0	0
LOC283038	0.0635750068747474	0	0.311253687888793	0.0825603055982951	0.0614451920774823	0
FLJ37035	0.356940590836318	0.0855314228375575	0	0.102177329777173	0.148531497946905	0.331228438699108
EDRF1	3.68418079406139	3.7933534044295	3.63749812218015	3.84618064330153	3.68965792930993	3.80891804472699
MMP21	0.103157775240757	0.111886314270301	0.397168769972953	0	0.193041339661304	0.226965441768306
UROS	5.72138141129859	5.89704641738113	5.70861641668576	5.38605577564127	5.63146613014196	5.53970601744849
MIR4484	0	0	0	0	0	0
BCCIP	5.11646029967288	5.1646426914487	5.35009793875205	5.212169196438	5.25889973945424	5.2174360283498
DHX32	5.69192610819653	5.34579649284138	5.37692843038197	5.39297500477189	5.43363303054607	5.36655414240455
FANK1	2.76590746995789	2.89356790078366	2.96100410583144	2.65416724466543	2.471451149645	2.7892880117428
FANK1-AS1	0	0	0	0	0	0
ADAM12	6.15502115070908	6.65246221438232	6.37871879669203	6.19493508141237	6.53276041513909	6.31492219165883
LINC00601	0.448256645489748	0.338327551627779	0.474569436483826	0.562042799802856	0.665879967165287	0.355226143500663
C10orf90	2.12515133968977	1.00161709231151	0.756428211885972	0.928445859025901	0.951730546445132	0.925940100053215
DOCK1	4.88859928215738	5.13006564168261	4.91127954890253	4.81887829526759	4.81369527239927	4.86613757076881
FAM196A	0.33059810863811	0.433202910726987	0.389229450980942	0.275504944058471	0.457418845190426	0.199106296610537
NPS	0	0	0	0	0	0
FOXI2	0.123377730585212	0	0.0672499732388389	0	0	0
CLRN3	0.456659586584718	0.959953781402758	0.483387881828123	0.216931695458793	0.443202138307006	0.192378838055929
PTPRE	5.03189405099539	5.05709627405329	5.07308267874126	5.07945293615016	5.1338399627042	5.1615785680689
MKI67	0.435070449879296	0.467727952930635	0.628677043089674	0.161878989082203	0.502525600216839	0.407319929770901
MGMT	4.88195946867173	5.00509046188905	5.01828903656684	4.7600424432762	4.92374647581876	4.79077396231438
EBF3	1.40049561091191	1.66400582370963	1.54833760691907	1.40020878826331	1.77496257555341	1.56491734598925
MIR4297	1.51939212162319	1.59972762370845	1.58272512082476	1.78253066367568	0	2.40344476555398
LINC00959	0.757442485510325	1.1081648895365	0.648697789964693	1.02965216446201	0.737135689627677	0.891104792669012
CTAGE7P	0.486648420414145	0.28479031854658	0.45967333653018	0.608298188493633	0.866589658043761	0.656572544298648
GLRX3	6.56157746483183	6.57214250995378	6.65945097409938	6.51066068358071	6.60112572628564	6.57996169147323
MIR378C	0	0	0	0	0	0
TCERG1L	1.93317827933098	1.67001816108342	1.8276798932009	1.70831217655562	1.23954889589807	1.90353720612654
LINC01164	0	0	0	0	0	0
PPP2R2D	4.12047095784366	4.15910135355998	4.23135937926325	4.21036926768002	3.92497666135521	3.99081220597861
BNIP3	6.02438452402514	6.26046735811133	6.36039275107139	5.85358323102928	6.08153127472521	6.18264500915352
JAKMIP3	0.310957437004497	0.222217946576179	0.408415944846383	0.5433637614668	0.397006287723606	0.434905896797317
DPYSL4	4.34008713961322	4.8907668741466	4.88808710878039	4.67170529060666	4.68606742983946	4.59374018628006
STK32C	2.89283892556572	2.91752577155128	2.8388727688427	2.79734352846491	2.65583895232081	2.94376040254338
LRRC27	1.08045949197304	1.08025338225486	1.12130117200682	0.885003505868588	0.882677705268084	1.17873246608446
PWWP2B	5.24747754271338	5.08127738066342	4.95763062550221	5.15294952335281	4.25925224795885	4.77632763447776
C10orf91	0	0.27398146696054	0	0	0	0
INPP5A	4.83654523768666	4.84225044877772	4.95607010043241	4.80826290517217	4.77832730170599	4.82291367462465
NKX6-2	0	0	0	0	0	0
TTC40	0.118613040210345	0.355781776133387	0.197304221965503	0.153184158035171	0.114711306809532	0.161148390539206
LINC01168	0	0	0	0	0.0361687979848008	0
LOC100128127	0	0	0	0	0	0
GPR123	0	0.100539890240416	0	0	0	0
KNDC1	0.347441237737984	0.213525687231415	0	0.185121650596337	0.165271762587927	0.0343181941955594
UTF1	0	0.180658895890281	0	0	0	0
VENTX	0.0824548313120224	0	0	0	0	0
MIR202HG	0.23152193878492	0	0	0	0	0
MIR202	0	0	0	0	0	0
ADAM8	3.87449283575847	3.82634739256821	3.35527899358654	4.11681662689862	3.11057958666566	3.71705200806324
TUBGCP2	4.87507303913899	5.11549026817131	4.89082940572362	4.8764427244496	4.77861151648924	4.88345355542754
ZNF511	4.64610378168369	4.87968487914015	5.0014151656293	4.69488062854809	4.70704808801227	4.92783109436
CALY	0	0.393997499850904	0	0.249347651860008	0.504012987823897	0
PRAP1	0.449082885623863	0	0	0	0.612602013326869	0
FUOM	4.02965055622988	4.2994107230808	4.01829230556333	3.59793736736525	3.89874614420042	3.7116019052753
ECHS1	7.22491394380915	7.20746880424007	7.26158182188421	7.13350787035465	7.14381079760032	7.22110490014676
MIR3944	0	0	0	0	0	1.32749932517125
PAOX	2.83329626264754	3.20990830490628	2.74235630008926	2.80884971995254	2.58533903352561	2.9923497513209
MTG1	5.44146139176125	5.39645163271162	5.42937359339964	5.25230238095953	5.14836115228972	5.24690036384821
SPRN	2.41603146398877	2.63339424423858	2.29836885283257	2.53428754497412	2.19662598902851	2.06552794503114
SCART1	0.631948978523241	0.210846251457907	0.42239842196143	0.249861198698804	0.323605779343325	0.262413541860754
CYP2E1	1.34021069256235	1.80731201735964	1.49538629488048	1.83141744370475	1.21106107594642	1.70024728702486
SYCE1	0.622943419861158	0.505530195712815	0.800871685622306	0.488923980615111	0.533094962272396	0.696542224600411
SPRNP1	0	0	0	0.319936887217224	0	0
FRG2B	0	0	0	0	0	0
DUX4L3	0	0	0	0	0	0
DUX4L6	0	0	0	0	0	0
DUX4	0	0	0	0	0	0
DUX4L5	0	0	0	0	0	0
DUX2	0	0	0	0	0	0
DUX4L2	0	0	0	0	0	0
DUX4L7	0	0	0	0	0	0
LINC01001	1.27165821581137	1.14029152210407	1.12644370155929	1.26714214747619	0.801064154136465	0.966502488970911
LOC653486	0	0	0	0	0	0
SCGB1C1	0	0	0.434933431296972	0	0	0
ODF3	0	0	0	0	0	0
BET1L	5.75960914537484	5.66116727588898	5.75610415891642	5.50527370353455	5.53825016253952	5.48170254020567
RIC8A	6.57693143890759	6.63885258279015	6.62659549048716	6.54629913376305	6.51700110310018	6.53674638604603
MIR6743	0	0	0	0	0	0
SIRT3	3.12500765891142	3.03211740081468	3.00041353819904	2.78231865131047	2.76708472137828	2.83268898464193
PSMD13	7.5640346939857	7.46799374146882	7.56314004439091	7.56362055072129	7.56539806411785	7.60095193328349
NLRP6	0	0	0.0770854471221297	0.0937271008221163	0	0.08271623221311
ATHL1	4.98010870834205	4.97341306845929	5.29070780450329	5.24367372651622	4.29390168695617	4.82478902578806
IFITM5	1.10977333634635	0.879686246504943	1.02262354788187	1.32997119190522	0.457152155626128	0.289042958612959
IFITM2	7.22752620164006	7.53260801088033	7.50234762407801	7.0481907880229	7.58830422303206	7.40052379864232
IFITM1	10.4398565178545	10.589660513919	10.6139457199571	10.6399410861456	10.9746076744619	10.9493304374616
IFITM3	11.6118418467074	11.7139875875517	11.7991962108257	11.5933908624934	11.8495409040443	11.8405058654876
B4GALNT4	3.45152669811957	3.76094099587204	3.23047809166311	3.23727256378112	2.93815312127096	3.03123609474121
PKP3	6.68749753638881	6.46988709855512	6.31964595249165	6.55299370386016	6.16050911062476	6.41608808719857
SIGIRR	4.7732617736858	4.52216368068866	4.54932909881534	4.52295752371892	3.94404965608133	4.53338432420834
ANO9	4.46405962833856	4.86979750306548	4.73524503449542	4.65482000860667	3.97945494131208	4.38190049509774
PTDSS2	5.45930032499806	5.50392923536304	5.32907522057274	5.44472956930242	5.27478631648965	5.51766237886025
RNH1	7.41078460928952	7.63318278358756	7.58534927899329	7.31751905556532	7.49636930089297	7.47029556675777
HRAS	6.08067700997363	6.24167177323071	6.31782338848774	5.93705423901317	6.19320907768842	6.08721606230944
LRRC56	2.16275531638355	2.02155125591123	1.83566388780961	1.71067880141866	1.36768378753239	1.33809714730524
C11orf35	1.72208232484721	0.968188481218293	1.69631790799784	2.03350479574951	0.725150517050808	1.80192788046712
RASSF7	5.29843789909315	5.16490140897103	5.18192916964091	5.02508568725874	4.49831922834851	4.77858709364953
MIR210HG	2.92436839545613	3.09983040071517	3.13257675053911	3.12613766126012	2.69453482160692	2.60818433414742
MIR210	0	0	2.36059426176532	0	1.16709358045364	0
LOC143666	0.495319062790092	0.604006452903206	1.01555553030346	0.850601597230882	0	0.477482046184119
PHRF1	5.48420171750739	5.47946137519938	5.33106812320394	5.38679970180663	4.91345788546638	5.33386610442348
IRF7	7.63715383171864	7.59537196474166	7.59302759242641	7.48383193089963	7.22942260435751	7.55275857652098
CDHR5	0.112798607358782	0.122308870922625	0.120256976446356	0.0747194842078693	0.16067687869245	0.128903244354276
SCT	0.634148014270343	1.13824547889348	1.12441405648593	0.444477584555491	0.340921838049643	0.964674086204214
DRD4	2.11543325064841	2.66133089510659	2.29188087841794	1.78703175133506	2.35741850910497	1.65753728696252
DEAF1	5.03380544525347	5.11918841887652	4.91654727473843	4.87135085286498	4.58822854401201	4.87453704048348
TMEM80	3.47859872368215	3.76100689439909	3.66219580260087	3.46358348700472	3.20279527212679	3.32736994767402
EPS8L2	6.8364127457634	6.79980237301606	6.72408773903815	6.73810052018613	6.21582474703683	6.52186459018507
TALDO1	8.29756762952424	8.28045792672407	8.36006343849159	8.12935422109806	8.0133778408258	8.15274200182271
PDDC1	4.36995338468673	4.53517134413089	4.44327146818881	4.53833623972876	3.9582198166972	4.20599630082241
NS3BP	1.39749624205315	0.871697097663782	1.39539710684434	1.71330187105769	1.30642366315965	0.908109060338447
CEND1	0.756616081881788	0.45951556886802	0.546612634090857	0.745062292866986	0.873742575360324	0.375362286717348
SLC25A22	4.93847382914211	4.7430805525442	4.7030860563747	4.60571307078652	4.32399306602843	4.67297139588604
PIDD1	3.42800200543798	3.91749879311689	3.49627686158772	3.36598643985398	3.09783299581522	3.3601998135229
RPLP2	10.2712416551797	10.3072814163445	10.57037074593	10.2196485327479	10.2082285891214	10.2393446837613
SNORA52	4.24780253165786	3.77295683804835	4.49199041891054	3.59363652164459	3.198491666853	3.25054611530627
PNPLA2	6.70767861683222	6.5512902400707	6.42902299477549	6.50444623779571	6.31952297210415	6.57978249108161
EFCAB4A	2.73536410485552	2.45157074593421	2.13669954078125	2.1524250187193	1.73162408086547	2.1902412361065
CD151	9.32935838488	9.27490868745946	9.18641712274327	9.26466861144207	9.51757908384287	9.37508344202544
POLR2L	7.3367808839376	7.46774585725199	7.37332843773079	7.02163836941829	7.33237982768489	7.13919613518615
TSPAN4	5.33466573845683	5.64907662481846	5.57052724085634	5.45123063473999	5.38792054390973	5.53645726390653
CHID1	5.15091943699264	5.1771044167009	5.0574463458705	5.06214324003858	5.08696852666969	5.08645627111111
AP2A2	5.45220662091484	5.70826246549882	5.49921711218175	5.42036711333406	5.38699913034498	5.40092799585257
MUC6	0.191330434158156	0.081145761318129	0	0.127892482660873	0	0.0855862286691711
MUC2	0	0.0507492196378344	0.0498770277523593	0	0	0
MUC5B	2.60870733140966	2.41968698888753	1.98641478410505	2.24081300372214	1.74979774704563	1.8270636478692
MIR6744	0	0	0	1.92980320217971	0	0
TOLLIP	6.09771319036801	6.2571214853653	6.1238774299544	6.06666064726559	5.99840866877822	6.13304180815219
TOLLIP-AS1	0.511577477346303	1.25647257348925	1.57114617521361	1.31248919227859	0.865592961981481	0.574473590881234
BRSK2	0.915368479143539	1.70418357343358	1.46410798871446	0.921096675685217	1.01925856257781	1.15183427090326
MOB2	5.41929819337777	5.46537182411705	5.54298904919238	5.27130642677284	5.03108001624673	5.30238557608469
DUSP8	5.29113739643326	5.2888991245001	5.13782331147719	5.19767996052379	4.43396125379168	4.98934434981737
KRTAP5-AS1	1.46142045860652	1.50582958569623	0.739434917529326	1.52771088563609	1.25780696185865	1.55757127318024
KRTAP5-1	1.23599653950007	1.1022822287819	1.1940050328765	0.669610727656822	0.522410008949163	1.25378849149744
KRTAP5-2	0	0.186570208871313	0	0	0	0
KRTAP5-3	0	0	0	0	0	0
KRTAP5-4	0.163661651544194	0.335004000870341	0.329767301540005	0	0	0
KRTAP5-5	0	0	0	0	0	0
FAM99A	0	0	0	0	0	0
FAM99B	0	0	0	0	0	0
KRTAP5-6	0	0	0	0	0	0
IFITM10	2.58754611239819	2.60333041876287	2.48007052606199	2.52363988941956	2.81933077096531	2.78461552091985
CTSD	9.6182495234153	9.60665278414335	9.42480251628087	9.57443613023111	9.75780367661933	9.62997364799791
SYT8	4.24309564440729	4.72232246190315	4.38842166525481	4.4105113532141	4.49191988419788	4.34106293619765
TNNI2	3.36699633960766	3.08049950534704	3.35159882208072	2.93822671051523	2.60726747202646	3.08328251166132
LSP1	2.17454000528857	2.07320499629215	1.87858172891223	1.53659625633835	1.94409808646073	1.7909913682414
MIR4298	0	0	0	0	0	0
LINC01150	0	0	0	0	0	0
TNNT3	0	0	0	0	0	0
MRPL23	5.64232172672506	6.13480065455942	6.37780024647209	5.98839474712483	6.00757676304395	6.11557702172139
MRPL23-AS1	0.200406995198655	0	0.213244910095927	0.256785031707697	0	0.118536087967174
H19	3.30033887816135	3.81837242846357	4.12318615110196	2.82925527042465	3.48681777381051	4.120122887222
MIR675	0	0	0	0	0	0
INS-IGF2	0	0	0	0	0	0
IGF2	0.122527828311247	0.339363551688756	0.221334840602734	0.0812561844696519	0.424846677149372	0.205150533013086
MIR483	0	0	0	0	0	0
IGF2-AS	0	0	0.0749974071825495	0.0912023577099695	0	0
INS	0	0	0	0	0	0
TH	0.290225604682637	0.112111757876189	0	0	0	0.118178565797149
MIR4686	0	0	0	0	0	0
ASCL2	0.298872799106195	0.415650866577611	0.409322557391505	0.586423772631445	0.602850703629718	0.234329435058875
C11orf21	0	0	0	0	0	0
TSPAN32	0	0	0	0	0	0
CD81-AS1	0.56887943903836	0.479653883673166	0.331523943373938	0	0.302658555615364	0.353616016796544
CD81	9.5873899178504	9.71575322885339	9.63369394512871	9.65247413874337	9.86164080499742	9.7520361799671
TSSC4	6.67695900066689	6.62436656359481	6.64748580819181	6.63795614584821	6.27241596960665	6.54002912825383
TRPM5	0.100621023462109	0.109142930234355	0.0546492839816994	0.0665582309805981	0	0
KCNQ1	3.55091279199867	3.03874346829807	2.67923071584764	2.70041194887283	2.17511053830957	2.37412382926425
KCNQ1OT1	0.082441717595526	0.1410468999285	0.140861687419468	0.13104548465164	0.0979449650616264	0.0774291513864047
KCNQ1DN	0	0	0	0.225924705328544	0	0
CDKN1C	3.20677361771048	2.85555012623857	2.71780520221874	2.85721144914952	2.41427560825606	2.58117457349134
SLC22A18AS	1.4554476541099	1.19976365842536	0.835285743822635	1.60314340762299	0.772767571957145	0.610672182564644
SLC22A18	4.8240664460007	4.65651691137824	4.52505183961844	4.56754407425705	4.28907361865659	4.58958923664786
PHLDA2	8.73624609142627	8.88137640951669	8.9850128589095	8.66172428793165	8.54024486759327	8.76257781666942
NAP1L4	6.8217198625568	6.84564195738998	6.74465887222165	6.75712132278118	6.79545201636199	6.79290167737091
SNORA54	0	0	1.15891855765831	1.32643505157684	0	0
CARS	7.40528559881272	7.39429370298536	7.43577883357408	7.61790022548884	7.35876693630427	7.48645941424931
OSBPL5	4.12604691452909	4.21342387403321	4.11983760553952	3.78025628730212	3.95303581782193	3.88755276780201
MRGPRG	0	0	0	0	0	0
MRGPRG-AS1	0	0	0	0	0	0
MRGPRE	0.409691084228581	0.965506920913273	0.553896507204784	0.652981089148307	0.612216815841282	0.911225632650984
ZNF195	5.08200874818997	5.04305871866136	5.4336909080841	5.34577807596979	4.88580757122094	5.07341652267293
LOC650368	1.99190693325982	1.76701201723671	1.70433465305133	1.70496133655102	2.08637435595836	1.52437181960263
OR7E12P	1.0399101504328	0.467791903913146	1.17268912286104	0.69028750675556	0.93102628481542	0.743554239506656
TRPC2	0.159574219968282	0	0	0.205261633212876	0	0.343497428369682
ART5	1.06343777974874	0.917862671299653	0.570875497056774	1.2054371310747	1.03745953829735	1.35936928385537
ART1	0.623549213193868	0	0	0.359202524941878	0	0
CHRNA10	3.06470975303688	2.62247905079933	3.08489338742749	3.2458670605545	2.32634803865251	2.74422060733748
NUP98	5.77157971916319	5.74832021066629	5.57449516684447	5.68132208047878	5.62342371268761	5.63423143660219
PGAP2	3.61262889421962	3.35681797793243	3.32638468582511	3.48732961165768	3.56656950454562	3.53701340583466
RHOG	6.58618714220836	6.7178429394813	6.70699814585313	6.3916096138311	6.56525776556588	6.57277751267219
STIM1	6.34088023189696	6.13874714075043	5.81509269458129	6.12633244653414	6.05252109312599	6.11227512837375
MIR4687	0	0	0	0	0	0
RRM1	4.52958570092618	5.19375485915066	4.59358215277373	4.91812621566047	5.50044966220314	4.9419225631712
LOC100506082	0.396896787037078	1.24979977050938	1.42893847480195	1.16474373520179	0.688558990179836	1.06475663589046
OR52B4	0	0	0	0	0	0
TRIM21	6.61372382268082	6.50039973052813	6.49799999952733	6.70801177426042	6.76110858811231	6.72184871302812
OR52K2	0	0	0	0	0	0
OR52K1	0.186167433392619	0	0	0	0	0
OR52M1	0	0	0	0	0	0
C11orf40	0	0	0	0.36017460297394	0	0
OR52I2	0	0	0	0.221980674794328	0	0
OR52I1	0	0	0	0	0	0
TRIM68	3.26814320535034	3.26462038401686	2.78267809656628	2.85840957117922	2.89092451455026	2.76304614859193
OR51D1	0	0	0	0	0	0
OR51E1	0.0644763863936063	0.430898411054431	0.315306800857191	0.237867386485446	0.234581491338979	0.275137135688986
OR51E2	0	0.472947097715428	0.284283060987197	0	0.198610034922988	0
OR51F1	0	0	0	0	0	0
OR52R1	0	0	0	0	0	0
OR51F2	0	0	0	0	0	0
OR51S1	0	0	0	0	0	0
OR51T1	0	0	0	0	0	0
OR51A7	0	0	0	0	0	0
OR51G2	0	0	0	0	0	0
OR51G1	0	0	0	0	0	0
OR51A4	0	0	0	0	0	0
OR51A2	0	0	0	0	0	0
MMP26	0	0	0	0	0	0
OR51L1	0	0	0	0	0	0
OR52J3	0	0	0	0	0	0
OR52E2	0	0	0	0	0	0
OR52A5	0	0	0	0	0	0
OR52A1	0	0	0	0	0	0
